Id,Title,Description,Item_Group_Id,Availability,Condition,Price,Sale_Price,Image_Link,Gtin,Product_Type,Brand,Link
MZ-V7P512BW,SSD 970 PRO 512GB,"Experimente o melhor. Para cargas de trabalho intensivas em computadores e esta&ccedil;&otilde;es de trabalho, o SSD 970 PRO oferece um desempenho m&aacute;ximo possibilitado pela lideran&ccedil;a da Samsung em NVDe&amp;lt;small&amp;gt;&amp;lt;sup&amp;gt;TM&amp;lt;/sup&amp;gt; &amp;lt;/small&amp;gt; SSD. A mais recente tecnologia V-NAND e o novo controlador Phoenix no formato compacto M.2 (2280) superam as exig&ecirc;ncias dos entusiastas e profissionais de tecnologia.",MZ-V7P512,in stock,new,148.92 EUR,148.92 EUR,https://images.samsung.com/is/image/samsung/pt-970-pro-nvme-m2-ssd--mz-v7p512bw-frontblack-141468917?$ORIGIN_PNG$,8801643205355,Produtos | IT | Armazenamento,Samsung,https://shop.samsung.com/pt/Comom/Memory/SSD-970-PRO-512GB/p/MZ-V7P512BW
UE65AU9005KXXC,AU9005 Smart 4K Crystal UHD TV 2021,,AU9005,in stock,new,1199.99 EUR,799.99 EUR,https://images.samsung.com/is/image/samsung/p6pim/pt/ue65au9005kxxc/gallery/pt-uhd-4k-tv-ue65au9005kxxc-ue--au----uxxc-458070737?$ORIGIN_PNG$,8806092281615,Produtos | TV | PROMO ELEVEN,Samsung,https://shop.samsung.com/pt/Products/TV/Crystal-UHD/AU9005-Smart-4K-Crystal-UHD-TV-2021/p/UE65AU9005KXXC
UE75AU9005KXXC,AU9005 Smart 4K Crystal UHD TV 2021,,AU9005,in stock,new,1700.00 EUR,1099.00 EUR,https://images.samsung.com/is/image/samsung/p6pim/pt/ue75au9005kxxc/gallery/pt-uhd-4k-tv-ue75au9005kxxc-ue--au----uxxc-458071671?$ORIGIN_PNG$,8806092281622,Produtos | TV | PROMO ELEVEN,Samsung,https://shop.samsung.com/pt/Products/TV/Crystal-UHD/AU9005-Smart-4K-Crystal-UHD-TV-2021/p/UE75AU9005KXXC
QE50QN90AATXXC,QN90A Smart 4K NEO QLED TV 2021,,QN90A,in stock,new,1799.99 EUR,999.99 EUR,https://images.samsung.com/is/image/samsung/p6pim/pt/qe50qn90aatxxc/gallery/pt-neo-qled-qn90a-392154-qe50qn90aatxxc-457944286?$ORIGIN_PNG$,8806092017245,Produtos | TV | Neo QLED,Samsung,https://shop.samsung.com/pt/Products/TV/Neo-QLED/QN90A-Smart-4K-NEO-QLED-TV-2021/p/QE50QN90AATXXC
MZ-77E250B/EU,SSD 870 EVO SATA III  ,"Chegou o modelo mais recente de uma das s&eacute;ries de SSD mais vendidas no mundo. O SSD Samsung 870 EVO conta com a tecnologia SSD pioneira da Samsung, um melhor desempenho e consist&ecirc;ncia. D&aacute; resposta &agrave;s necessidades de todo o tipo de utilizadores - desde utilizadores di&aacute;rios a criadores de conte&uacute;do e t&eacute;cnicos de inform&aacute;tica.",MZ-77E250B,in stock,new,52.23 EUR,52.23 EUR,https://images.samsung.com/is/image/samsung/p6pim/pt/mz-77e250b-eu/gallery/pt-870-evo-sata-3-2-5-ssd-mz-77e250b-eu-407733850?$ORIGIN_PNG$,8806090545931,Produtos | IT | Armazenamento,Samsung,https://shop.samsung.com/pt/Comom/Memory/SSD-870-EVO-SATA-III/p/MZ-77E250B/EU
LC27G75TQSRXEN,Monitor Gaming Odyssey G7,,G75T,preorder,new,649.00 EUR,449.00 EUR,https://images.samsung.com/is/image/samsung/p6pim/pt/lc27g75tqsrxen/gallery/pt-odyssey-g7-c27g75t-lc27g75tqsrxen-444450332?$ORIGIN_PNG$,8806092001992,Produtos | Monitores | Monitores Gaming | Produtos | IT | Monitores | Monitores Gaming,Samsung,https://shop.samsung.com/pt/Products/Monitors/Monitores-Gaming/Monitor-Gaming-Odyssey-G7/p/LC27G75TQSRXEN
MZ-77E1T0B/EU,SSD 870 EVO SATA III  ,"Chegou o modelo mais recente de uma das s&eacute;ries de SSD mais vendidas no mundo. O SSD Samsung 870 EVO conta com a tecnologia SSD pioneira da Samsung, um melhor desempenho e consist&ecirc;ncia. D&aacute; resposta &agrave;s necessidades de todo o tipo de utilizadores - desde utilizadores di&aacute;rios a criadores de conte&uacute;do e t&eacute;cnicos de inform&aacute;tica.",MZ-77E1T0B,in stock,new,127.24 EUR,127.24 EUR,https://images.samsung.com/is/image/samsung/p6pim/pt/mz-77e1t0b-eu/gallery/pt-870-evo-sata-3-2-5-ssd-mz-77e1t0b-eu-407733823?$ORIGIN_PNG$,8806090545917,Produtos | IT | Armazenamento,Samsung,https://shop.samsung.com/pt/Comom/Memory/SSD-870-EVO-SATA-III/p/MZ-77E1T0B/EU
QE50LS03AAUXXC,The Frame QLED 4K 2021,"Componha a sua pr&oacute;pria cole&ccedil;&atilde;o de arte, a partir de uma biblioteca com mais de 1.400 obras de arte provenientes de institui&ccedil;&otilde;es de renome. Cl&aacute;ssicos conceituados, obras modernas e ainda fotografias impressionantes, a Art Store d&aacute;-lhe acesso ilimitado a uma grande variedade de conte&uacute;do.",LS03A,in stock,new,1249.99 EUR,999.99 EUR,https://images.samsung.com/is/image/samsung/p6pim/pt/qe50ls03aauxxc/gallery/pt-the-frame-qe50ls03aauxxc-front-black-457393849?$ORIGIN_PNG$,8806092150829,Produtos | TV | The Frame | Produtos | TV | Lifestyle TV | The Frame,Samsung,https://shop.samsung.com/pt/Products/TV/The-Frame/The-Frame-QLED-4K-2021/p/QE50LS03AAUXXC
SP-LSP9TFAXXC,130'' Projetor Smart Triple Laser 4K LSP9T The Premiere 2021,"O FILMMAKER MODE&trade; &eacute; o primeiro deste tipo, a n&iacute;vel mundial, num projetor. Permitindo-lhe ver o filme tal como o realizador queria.",SP-LSP9T,in stock,new,7999.99 EUR,7999.99 EUR,https://images.samsung.com/is/image/samsung/p6pim/pt/sp-lsp9tfaxxc/gallery/pt-the-premiere-lsp9t-sp-lsp9tfaxxc-419035785?$ORIGIN_PNG$,8806090682438,Produtos | TV | PROMO ELEVEN,Samsung,https://shop.samsung.com/pt/Products/TV/Projetores/130%27%27-Projetor-Smart-Triple-Laser-4K-LSP9T-The-Premiere-2021/p/SP-LSP9TFAXXC
MZ-77Q1T0BW,SSD 870 QVO SATA III 2.5 inch,"O 870 QVO &eacute; o mais recente da 2.&ordf; gera&ccedil;&atilde;o Samsung. O maior dentro do seu g&eacute;nero, conta com QLC SSD e  at&eacute; 8 TB de armazenamento. Um upgrade incr&iacute;vel para quem usa o computador todos os dias e quer melhorar o seu PC de secret&aacute;ria ou port&aacute;til, pondo-lhe o maior armazenamento dispon&iacute;vel no mercado e sem comprometer o desempenho.",MZ-77Q1T0,in stock,new,101.27 EUR,101.27 EUR,https://images.samsung.com/is/image/samsung/p6pim/pt/mz-77q1t0bw/gallery/pt-870-qvo-sata-3-2-5-ssd-mz-77q1t0bw-420337620?$ORIGIN_PNG$,8806090396038,Produtos | IT | Armazenamento,Samsung,https://shop.samsung.com/pt/Comom/Memory//p/MZ-77Q1T0BW
MZ-77E4T0B/EU,SSD 870 EVO SATA III  ,"Chegou o modelo mais recente de uma das s&eacute;ries de SSD mais vendidas no mundo. O SSD Samsung 870 EVO conta com a tecnologia SSD pioneira da Samsung, um melhor desempenho e consist&ecirc;ncia. D&aacute; resposta &agrave;s necessidades de todo o tipo de utilizadores - desde utilizadores di&aacute;rios a criadores de conte&uacute;do e t&eacute;cnicos de inform&aacute;tica.",MZ-77E4T0B,in stock,new,476.66 EUR,476.66 EUR,https://images.samsung.com/is/image/samsung/p6pim/pt/mz-77e4t0b-eu/gallery/pt-870-evo-sata-3-2-5-ssd-mz-77e4t0b-eu-407733904?$ORIGIN_PNG$,8806090545894,Produtos | IT | Armazenamento,Samsung,https://shop.samsung.com/pt/Comom/Memory//p/MZ-77E4T0B/EU
MZ-V7P1T0BW,SSD 970 PRO 1TB&lt;br&gt;,"Experimente o melhor. Para cargas de trabalho intensivas em computadores e esta&ccedil;&otilde;es de trabalho, o SSD 970 PRO oferece um desempenho m&aacute;ximo possibilitado pela lideran&ccedil;a da Samsung em NVDe&amp;lt;small&amp;gt;&amp;lt;sup&amp;gt;TM&amp;lt;/sup&amp;gt; &amp;lt;/small&amp;gt; SSD. A mais recente tecnologia V-NAND e o novo controlador Phoenix no formato compacto M.2 (2280) superam as exig&ecirc;ncias dos entusiastas e profissionais de tecnologia.",MZ-V7P1T0,in stock,new,266.52 EUR,266.52 EUR,https://images.samsung.com/is/image/samsung/pt-970-pro-nvme-m2-ssd--mz-v7p1t0bw-frontblack-141468900?$ORIGIN_PNG$,8801643205379,Produtos | IT | Armazenamento,Samsung,https://shop.samsung.com/pt/Comom/Memory/SSD-970-PRO-1TB/p/MZ-V7P1T0BW
RF65A967FSL/ES,"RF65A967FSL Frigor&iacute;fico 4Portas com sistema Triple Cooling, 647L",&amp;lt;spam&amp;gt;,RF65A967FSL,in stock,new,3199.89 EUR,2499.00 EUR,https://images.samsung.com/is/image/samsung/p6pim/pt/rf65a967fsl-es/gallery/pt-rf9000ac-bsc-french-door-refrigerator-with-beverage-center-rf65a967fsl-es-425645516?$ORIGIN_PNG$,8806092094819,Produtos | Frigorificos | Produtos | Eletrodomesticos | Frigorificos,Samsung,https://shop.samsung.com/pt/Products/Refrigerators/RF65A967FSL-Frigor%C3%ADfico-4Portas-com-sistema-Triple-Cooling%2C-647L/p/RF65A967FSL/ES
MZ-V8V500BW,980 PCIe 3.0 NVMe&lt;small&gt;&lt;sup&gt;TM&lt;/sup&gt; &lt;/small&gt;  M.2 SSD,"Tire maior partido do seu PC com o SSD 980. Quer precise de um boost enquanto joga ou de trabalhar imagens pesadas, o SSD 980 &eacute; a escolha certa. Conseguindo um desempenho excecional, gra&ccedil;as &agrave; interface NVMe&amp;lt;small&amp;gt;&amp;lt;sup&amp;gt;TM&amp;lt;/sup&amp;gt; &amp;lt;/small&amp;gt;  e &agrave; tecnologia Pcle 3.0.E24",MZ-V8V500,in stock,new,66.64 EUR,66.64 EUR,https://images.samsung.com/is/image/samsung/p6pim/pt/mz-v8v500bw/gallery/pt-980-nvme-m2-ssd-mz-v8v500bw-407768918?$ORIGIN_PNG$,8806090572227,Produtos | IT | Armazenamento,Samsung,https://shop.samsung.com/pt/Comom/Memory/980-PCIe-3-0-NVMeTM-M-2-SSD/p/MZ-V8V500BW
MZ-V8V250BW,980 PCIe 3.0 NVMe&lt;small&gt;&lt;sup&gt;TM&lt;/sup&gt; &lt;/small&gt;  M.2 SSD,"Tire maior partido do seu PC com o SSD 980. Quer precise de um boost enquanto joga ou de trabalhar imagens pesadas, o SSD 980 &eacute; a escolha certa. Conseguindo um desempenho excecional, gra&ccedil;as &agrave; interface NVMe&amp;lt;small&amp;gt;&amp;lt;sup&amp;gt;TM&amp;lt;/sup&amp;gt; &amp;lt;/small&amp;gt;  e &agrave; tecnologia Pcle 3.0.E24",MZ-V8V250,in stock,new,49.80 EUR,49.80 EUR,https://images.samsung.com/is/image/samsung/p6pim/pt/mz-v8v250bw/gallery/pt-980-nvme-m2-ssd-mz-v8v250bw-407768891?$ORIGIN_PNG$,8806090572234,Produtos | IT | Armazenamento,Samsung,https://shop.samsung.com/pt/Comom/Memory/980-PCIe-3-0-NVMeTM-M-2-SSD/p/MZ-V8V250BW
SP-LSP7TFAXXC,120'' Projetor a Laser Smart 4K LSP7T The Premiere 2021,,SP-LSP7T,in stock,new,4499.99 EUR,4499.99 EUR,https://images.samsung.com/is/image/samsung/p6pim/pt/sp-lsp7tfaxxc/gallery/pt-the-premiere-lsp7t-sp-lsp7tfaxxc-419036025?$ORIGIN_PNG$,8806090588174,Produtos | TV | PROMO ELEVEN,Samsung,https://shop.samsung.com/pt/Products/TV/Projetores/120%27%27-Projetor-a-Laser-Smart-4K-LSP7T-The-Premiere-2021/p/SP-LSP7TFAXXC
MU-PC1T0K/WW,SSD Port&aacute;til T7 Touch,"Quer guarde jogos, filmes ou documentos de trabalho sens&iacute;veis, o SSD Port&aacute;til T7 Touch tem a velocidade e a seguran&ccedil;a que precisa num formato compacto. Experiencie o pr&oacute;ximo n&iacute;vel do armazenamento externo.",MU-PC1T0K,in stock,new,143.77 EUR,143.77 EUR,https://images.samsung.com/is/image/samsung/pt-portable-ssd-t7-touch-mu-pc1t0k-ww-frontblack-211484064?$ORIGIN_PNG$,8806090195297,Produtos | IT | Armazenamento,Samsung,https://shop.samsung.com/pt/Comom/Memory/SSD-Port%C3%A1til-T7-Touch/p/MU-PC1T0K/WW
MZ-V8V1T0BW,980 PCIe 3.0 NVMe&lt;small&gt;&lt;sup&gt;TM&lt;/sup&gt; &lt;/small&gt;  M.2 SSD,"Tire maior partido do seu PC com o SSD 980. Quer precise de um boost enquanto joga ou de trabalhar imagens pesadas, o SSD 980 &eacute; a escolha certa. Conseguindo um desempenho excecional, gra&ccedil;as &agrave; interface NVMe&amp;lt;small&amp;gt;&amp;lt;sup&amp;gt;TM&amp;lt;/sup&amp;gt; &amp;lt;/small&amp;gt;  e &agrave; tecnologia Pcle 3.0.E24",MZ-V8V1T0,in stock,new,123.39 EUR,123.39 EUR,https://images.samsung.com/is/image/samsung/p6pim/pt/mz-v8v1t0bw/gallery/pt-980-nvme-m2-ssd-mz-v8v1t0bw-407768866?$ORIGIN_PNG$,8806090572210,Produtos | IT | Armazenamento,Samsung,https://shop.samsung.com/pt/Comom/Memory/980-PCIe-3-0-NVMeTM-M-2-SSD/p/MZ-V8V1T0BW
MU-PC500K/WW,SSD Port&aacute;til T7 Touch,"Quer guarde jogos, filmes ou documentos de trabalho sens&iacute;veis, o SSD Port&aacute;til T7 Touch tem a velocidade e a seguran&ccedil;a que precisa num formato compacto. Experiencie o pr&oacute;ximo n&iacute;vel do armazenamento externo.",MU-PC500K,in stock,new,83.64 EUR,83.64 EUR,https://images.samsung.com/is/image/samsung/pt-portable-ssd-t7-touch-mu-pc500k-ww-frontblack-211484138?$ORIGIN_PNG$,8806090195280,Produtos | IT | Armazenamento,Samsung,https://shop.samsung.com/pt/Comom/Memory/SSD-Port%C3%A1til-T7-Touch/p/MU-PC500K/WW
MU-PC2T0K/WW,SSD Port&aacute;til T7 Touch,"Quer guarde jogos, filmes ou documentos de trabalho sens&iacute;veis, o SSD Port&aacute;til T7 Touch tem a velocidade e a seguran&ccedil;a que precisa num formato compacto. Experiencie o pr&oacute;ximo n&iacute;vel do armazenamento externo.",MU-PC2T0K,out of stock,new,270.07 EUR,270.07 EUR,https://images.samsung.com/is/image/samsung/pt-portable-ssd-t7-touch-mu-pc2t0k-ww-frontblack-211484101?$ORIGIN_PNG$,8806090195303,Produtos | IT | Armazenamento,Samsung,https://shop.samsung.com/pt/Comom/Memory/SSD-Port%C3%A1til-T7-Touch/p/MU-PC2T0K/WW
QE55QN90AATXXC,QN90A Smart 4K NEO QLED TV 2021,,QN90A,in stock,new,1999.99 EUR,1299.00 EUR,https://images.samsung.com/is/image/samsung/p6pim/pt/qe55qn90aatxxc/gallery/pt-qled-tv-qe55qn90aatxxc-front-black-457947505?$ORIGIN_PNG$,8806092017252,Produtos | TV | PROMO ELEVEN,Samsung,https://shop.samsung.com/pt/Products/TV/Neo-QLED/QN90A-Smart-4K-NEO-QLED-TV-2021/p/QE55QN90AATXXC
QE43LS03AAUXXC,The Frame QLED 4K 2021,"Componha a sua pr&oacute;pria cole&ccedil;&atilde;o de arte, a partir de uma biblioteca com mais de 1.400 obras de arte provenientes de institui&ccedil;&otilde;es de renome. Cl&aacute;ssicos conceituados, obras modernas e ainda fotografias impressionantes, a Art Store d&aacute;-lhe acesso ilimitado a uma grande variedade de conte&uacute;do.",LS03A,in stock,new,1049.99 EUR,899.99 EUR,https://images.samsung.com/is/image/samsung/p6pim/pt/qe43ls03aauxxc/gallery/pt-the-frame-ls03a-qe43ls03aauxxc-401675553?$ORIGIN_PNG$,8806092150799,Produtos | TV | The Frame | Produtos | TV | Lifestyle TV | The Frame,Samsung,https://shop.samsung.com/pt/Products/TV/The-Frame/The-Frame-QLED-4K-2021/p/QE43LS03AAUXXC
QE55LS03AAUXXC,The Frame QLED 4K 2021,"Componha a sua pr&oacute;pria cole&ccedil;&atilde;o de arte, a partir de uma biblioteca com mais de 1.400 obras de arte provenientes de institui&ccedil;&otilde;es de renome. Cl&aacute;ssicos conceituados, obras modernas e ainda fotografias impressionantes, a Art Store d&aacute;-lhe acesso ilimitado a uma grande variedade de conte&uacute;do.",LS03A,in stock,new,1499.98 EUR,1099.00 EUR,https://images.samsung.com/is/image/samsung/p6pim/pt/qe55ls03aauxxc/gallery/pt-the-frame-qe55ls03aauxxc-front-black-457398846?$ORIGIN_PNG$,8806092150843,Produtos | TV | PROMO ELEVEN,Samsung,https://shop.samsung.com/pt/Products/TV/The-Frame/The-Frame-QLED-4K-2021/p/QE55LS03AAUXXC
QE65LS03AAUXXC,The Frame QLED 4K 2021,"Componha a sua pr&oacute;pria cole&ccedil;&atilde;o de arte, a partir de uma biblioteca com mais de 1.400 obras de arte provenientes de institui&ccedil;&otilde;es de renome. Cl&aacute;ssicos conceituados, obras modernas e ainda fotografias impressionantes, a Art Store d&aacute;-lhe acesso ilimitado a uma grande variedade de conte&uacute;do.",LS03A,in stock,new,1999.99 EUR,1499.00 EUR,https://images.samsung.com/is/image/samsung/p6pim/pt/qe65ls03aauxxc/gallery/pt-the-frame-qe65ls03aauxxc-front-black-457394047?$ORIGIN_PNG$,8806092138735,Produtos | TV | PROMO ELEVEN,Samsung,https://shop.samsung.com/pt/Products/TV/The-Frame/The-Frame-QLED-4K-2021/p/QE65LS03AAUXXC
QE75LS03AAUXXC,The Frame QLED 4K 2021,"Componha a sua pr&oacute;pria cole&ccedil;&atilde;o de arte, a partir de uma biblioteca com mais de 1.400 obras de arte provenientes de institui&ccedil;&otilde;es de renome. Cl&aacute;ssicos conceituados, obras modernas e ainda fotografias impressionantes, a Art Store d&aacute;-lhe acesso ilimitado a uma grande variedade de conte&uacute;do.",LS03A,in stock,new,2999.99 EUR,1999.00 EUR,https://images.samsung.com/is/image/samsung/p6pim/pt/qe75ls03aauxxc/gallery/pt-the-frame-qe75ls03aauxxc-front-black-457398755?$ORIGIN_PNG$,8806092150898,Produtos | TV | PROMO ELEVEN,Samsung,https://shop.samsung.com/pt/Products/TV/The-Frame/The-Frame-QLED-4K-2021/p/QE75LS03AAUXXC
QE65QN90AATXXC,QN90A Smart 4K NEO QLED TV 2021,,QN90A,in stock,new,2799.98 EUR,1799.00 EUR,https://images.samsung.com/is/image/samsung/p6pim/pt/qe65qn90aatxxc/gallery/pt-qled-tv-qe65qn90aatxxc-front-black-516061687?$ORIGIN_PNG$,8806092017344,Produtos | TV | PROMO ELEVEN,Samsung,https://shop.samsung.com/pt/Products/TV/Neo-QLED/QN90A-Smart-4K-NEO-QLED-TV-2021/p/QE65QN90AATXXC
LC49G95TSSRXEN,Monitor Gaming 49&quot; Odyssey G9 LC49G95TSSRXEN,"* Para ativar a resolu&ccedil;&atilde;o de 5120 x 1440 a 240 Hz no modo Adaptive Sync, certifique-se de que atualiza os drivers da placa gr&aacute;fica que ser&atilde;o lan&ccedil;ados brevemente. At&eacute; l&aacute;, recomenda-se fortemente a resolu&ccedil;&atilde;o 5120 x 1440 a 120 Hz no modo Adaptive Sync para um desempenho ideal.",G95TSSRXEN,in stock,new,1299.00 EUR,999.00 EUR,https://images.samsung.com/is/image/samsung/p6pim/pt/lc49g95tssrxen/gallery/pt-odyssey-g9-392562-lc49g95tssrxen-458451972?$ORIGIN_PNG$,8806092014831,Produtos | Monitores | Monitores Gaming | Produtos | IT | Monitores | Monitores Gaming,Samsung,https://shop.samsung.com/pt/Products/Monitors/Monitores-Gaming/Monitor-Gaming-49%22-Odyssey-G9-LC49G95TSSRXEN/p/LC49G95TSSRXEN
SM-T225NZAAEUB,Galaxy Tab A7 Lite 4G,"Este tablet &eacute; f&aacute;cil de usar s&oacute; com uma m&atilde;o. O menu baseado em gestos permite-lhe fazer coisas como Retroceder, ver as apps mais Recentes ou voltar ao menu Principal, deslizando apenas o seu polegar. O Galaxy Tab A7 Lite torna a sua vida mais pr&aacute;tica, atrav&eacute;s de dezenas de funcionalidades.",SM-T225,in stock,new,209.90 EUR,159.90 EUR,https://images.samsung.com/is/image/samsung/p6pim/pt/sm-t225nzaaeub/gallery/pt-galaxy-a7-lite-t225-sm-t225nzaaeub-453598711?$ORIGIN_PNG$,8806092232099,Produtos | Tablets | Galaxy A Series,Samsung,https://shop.samsung.com/pt/Products/Tablets/Galaxy-A-Series/Galaxy-Tab-A7-Lite-4G/p/SM-T225NZAAEUB
SM-T220NZAAEUB,Galaxy Tab A7 Lite (Wi-Fi),,SM-T220,in stock,new,179.90 EUR,139.90 EUR,https://images.samsung.com/is/image/samsung/p6pim/pt/sm-t220nzaaeub/gallery/pt-galaxy-tab-a7-lite-wifi-t220-sm-t220nzaaeub-451801617?$ORIGIN_PNG$,8806092231818,Produtos | Tablets | Galaxy A Series,Samsung,https://shop.samsung.com/pt/Products/Tablets/Galaxy-A-Series/Galaxy-Tab-A7-Lite-%28Wi-Fi%29/p/SM-T220NZAAEUB
SM-T220NZSAEUB,Galaxy Tab A7 Lite (Wi-Fi),"O Galaxy Tab A7 Lite vem com um espa&ccedil;o de armazenamento de 32 GB/64 GB. Para que possa guardar todas as suas fotos, os seus ficheiros e v&iacute;deos de alta-resolu&ccedil;&atilde;o. Pode ainda aumentar o espa&ccedil;o dispon&iacute;vel com um cart&atilde;o microSD de at&eacute; 1 TB. Guarde mais, apague menos.",SM-T220,preorder,new,179.90 EUR,139.90 EUR,https://images.samsung.com/is/image/samsung/p6pim/pt/sm-t220nzsaeub/gallery/pt-galaxy-tab-a7-lite-wifi-t220-sm-t220nzsaeub-451801636?$ORIGIN_PNG$,8806092232327,Produtos | Tablets | Galaxy A Series,Samsung,https://shop.samsung.com/pt/Products/Tablets/Galaxy-A-Series/Galaxy-Tab-A7-Lite-%28Wi-Fi%29/p/SM-T220NZSAEUB
LS32A700NWUXEN,Monitor UHD  com painel IPS e HDR,,A700,in stock,new,429.00 EUR,429.00 EUR,https://images.samsung.com/is/image/samsung/p6pim/pt/ls32a700nwuxen/gallery/pt-s70a-392572-ls32a700nwuxen-463367995?$ORIGIN_PNG$,8806090952555,Produtos | Monitores | Smart Monitors | Produtos | IT | Monitores | Smart Monitors,Samsung,https://shop.samsung.com/pt/Products/Monitors/Smart-Monitors/Monitor-UHD-com-painel-IPS-e-HDR/p/LS32A700NWUXEN
LC34G55TWWRXEN,Monitor Gaming Curvo 34&quot; com taxa de atualiza&ccedil;&atilde;o de 165 Hz LC34G55TW,,G55T,in stock,new,469.00 EUR,399.00 EUR,https://images.samsung.com/is/image/samsung/p6pim/pt/lc34g55twwrxen/gallery/pt-odyssey-g5-34g5-lc34g55twwrxen-457922428?$ORIGIN_PNG$,8806090966873,Produtos | Monitores | Monitores Gaming | Produtos | IT | Monitores | Monitores Gaming,Samsung,https://shop.samsung.com/pt/Comom/Monitor/Monitor-Odyssey-G5-LC27G55TQWRXEN/p/LC34G55TWWRXEN
LS34A650UXUXEN,Monitor LED IPS 34&quot; S34A650,,A650,preorder,new,599.00 EUR,499.00 EUR,https://images.samsung.com/is/image/samsung/p6pim/pt/ls34a650uxuxen/gallery/pt-s65ua-ls34a650uxuxen-458308314?$ORIGIN_PNG$,8806090952654,Produtos | Monitores | Monitores Profissionais | Produtos | IT | Monitores | Monitores Profissionais,Samsung,https://shop.samsung.com/pt/Products/Monitors/Monitores-Profissionais/Monitor-LED-IPS-34%22-S34A650/p/LS34A650UXUXEN
LS27A600UUUXEN,Monitor QHD 27&quot; con painel IPS e USB tipo-C S32A600UUU,,A600,in stock,new,419.00 EUR,359.99 EUR,https://images.samsung.com/is/image/samsung/p6pim/pt/ls27a600uuuxen/gallery/pt-s60ua-27quot-ls27a600uuuxen-459129202?$ORIGIN_PNG$,8806090952630,Produtos | Monitores | Monitores Profissionais | Produtos | IT | Monitores | Monitores Profissionais,Samsung,https://shop.samsung.com/pt/Products/Monitors/Monitores-Profissionais/Monitor-LED-IPS-24%22-S24A600/p/LS27A600UUUXEN
LS32AM501NUXEN,Monitor Smart com Apps Smart TV ,"Para todos os &acirc;mbitos da sua vida, seja qual for o seu estilo. Trabalhe a partir de casa sem um PC, permane&ccedil;a conectado ao Office 365 e aceda ao computador do escrit&oacute;rio sem que tenha de sair de casa. Tire um maior partido do seu tempo livre com o hub de entretenimento integrado. Onde quer que o coloque, este monitor encaixa na perfei&ccedil;&atilde;o.",AM501,in stock,new,319.00 EUR,229.00 EUR,https://images.samsung.com/is/image/samsung/p6pim/pt/ls32am501nuxen/gallery/pt-smart-m5-m50a32-ls32am501nuxen-458853605?$ORIGIN_PNG$,8806092231160,Produtos | Monitores | Smart Monitors | Produtos | IT | Monitores | Smart Monitors,Samsung,https://shop.samsung.com/pt/Products/Monitors/Smart-Monitors/Monitor-Smart-com-Apps-Smart-TV/p/LS32AM501NUXEN
LS27A600NWUXEN,Monitor QHD 27&quot; con painel IPS S27A600NWU,"Veja os detalhes como nunca antes. Quando estiver a ver o seu filme preferido ou a trabalhar no seu mais recente projeto, aproveite os novos n&iacute;veis de precis&atilde;o com uma densidade de p&iacute;xeis 1,7 vezes superior &agrave; do Full HD. A resolu&ccedil;&atilde;o QHD d&aacute;-lhe mais espa&ccedil;o para que possa fazer multitasking ou ver imagens e v&iacute;deos incr&iacute;veis.",A600,out of stock,new,379.00 EUR,279.99 EUR,https://images.samsung.com/is/image/samsung/p6pim/pt/ls27a600nwuxen/gallery/pt-s60a-27quot-ls27a600nwuxen-458852541?$ORIGIN_PNG$,8806090952623,Produtos | Monitores | Monitores Profissionais | Produtos | IT | Monitores | Monitores Profissionais,Samsung,https://shop.samsung.com/pt/Products/Monitors/Monitores-Profissionais/Monitor-LED-IPS-24%22-S24A600/p/LS27A600NWUXEN
LS27AM501NUXEN,Monitor Smart com Apps Smart TV ,"Para todos os &acirc;mbitos da sua vida, seja qual for o seu estilo. Trabalhe a partir de casa sem um PC, permane&ccedil;a conectado ao Office 365 e aceda ao computador do escrit&oacute;rio sem que tenha de sair de casa. Tire um maior partido do seu tempo livre com o hub de entretenimento integrado. Onde quer que o coloque, este monitor encaixa na perfei&ccedil;&atilde;o.",AM501,in stock,new,299.00 EUR,209.00 EUR,https://images.samsung.com/is/image/samsung/p6pim/pt/ls27am501nuxen/gallery/pt-smart-m5-m50a32-392688-ls27am501nuxen-459696488?$ORIGIN_PNG$,8806092231580,Produtos | Monitores | Smart Monitors | Produtos | IT | Monitores | Smart Monitors,Samsung,https://shop.samsung.com/pt/Products/Monitors/Smart-Monitors/Monitor-Smart-com-Apps-Smart-TV/p/LS27AM501NUXEN
QE55LST7TCUXXC,The Terrace Smart QLED TV 4K Exterior 2021,&amp;lt;spam&amp;gt;,LST7T,in stock,new,3999.98 EUR,3999.98 EUR,https://images.samsung.com/is/image/samsung/p6pim/pt/qe55lst7tcuxxc/gallery/pt-the-terrace-lst7t-qe55lst7tcuxxc-457942174?$ORIGIN_PNG$,8806092207356,Produtos | TV | PROMO ELEVEN,Samsung,https://shop.samsung.com/pt/Comom/CTV-%3A-Color-TV/The-Terrace-Smart-QLED-TV-4K-Exterior-2021/p/QE55LST7TCUXXC
