,Id,Title,Description,Item_Group_Id,Availability,Condition,Price,Sale_Price,Image_Link,Gtin,Product_Type,Brand,Link,category,TrackingId
218,MZ-77E500B/EU,SSD 870 EVO SATA III   Preto 500 GB,"Chegou o modelo mais recente de uma das séries de SSD mais vendidas no mundo. O SSD Samsung 870 EVO conta com a tecnologia SSD pioneira da Samsung, um melhor desempenho e consist ência. Dá resposta  às necessidades de todo o tipo de utilizadores - desde utilizadores diários a criadores de conteúdo e técnicos de informática.",MZ-77E500B,in stock,new,69.81 EUR,69.81 EUR,https://images.samsung.com/is/image/samsung/p6pim/pt/mz-77e500b-eu/gallery/pt-870-evo-sata-3-2-5-ssd-mz-77e500b-eu-407733943?$320_320_PNG$,8806090545924.0,Produtos | IT | Armazenamento,Samsung,<![CDATA[https://ad.doubleclick.net/ddm/clk/506379968;313932027;s?https://www.samsung.com/pt/memory-storage/sata-ssd/870-evo-500gb-sata-3-2-5-ssd-mz-77e500b-eu/?cid=pt_pd_social_facebook_ssd-870-evo-sata-iii--mz-77e500b-eu_ongoing_it-memory-automatic-feed_pla_none_none]]>,it-memory,cid=pt_pd_social_facebook_ssd-870-evo-sata-iii---mz-77e500b-eu_ongoing_it-memory-automatic-feed_pla_none_none
219,MZ-77Q4T0BW,SSD 870 QVO SATA III 2.5 inch Black 4 TB,"O 870 QVO é o mais recente da 2. ª geração Samsung. O maior dentro do seu género, conta com QLC SSD e  até 8 TB de armazenamento. Um upgrade incrível para quem usa o computador todos os dias e quer melhorar o seu PC de secretária ou portátil, pondo-lhe o maior armazenamento disponível no mercado e sem comprometer o desempenho.",MZ-77Q4T0,out of stock,new,355.64 EUR,355.64 EUR,https://images.samsung.com/is/image/samsung/p6pim/pt/mz-77q4t0bw/gallery/pt-870-qvo-sata-3-2-5-ssd-mz-77q4t0bw-420337658?$320_320_PNG$,8806090396021.0,Produtos | IT | Armazenamento,Samsung,<![CDATA[https://ad.doubleclick.net/ddm/clk/506379959;313932018;s?https://www.samsung.com/pt/memory-storage/sata-ssd/870-qvo-4tb-sata-3-2-5-ssd-mz-77q4t0bw/?cid=pt_pd_social_facebook_ssd-870-qvo-sata-iii-2.5-mz-77q4t0bw_ongoing_it-memory-automatic-feed_pla_none_none]]>,it-memory,cid=pt_pd_social_facebook_ssd-870-qvo-sata-iii-2.5-inch-mz-77q4t0bw_ongoing_it-memory-automatic-feed_pla_none_none
220,MZ-77E2T0B/EU,SSD 870 EVO SATA III   Preto 2 TB,"Chegou o modelo mais recente de uma das séries de SSD mais vendidas no mundo. O SSD Samsung 870 EVO conta com a tecnologia SSD pioneira da Samsung, um melhor desempenho e consist ência. Dá resposta  às necessidades de todo o tipo de utilizadores - desde utilizadores diários a criadores de conteúdo e técnicos de informática.",MZ-77E2T0B,in stock,new,247.44 EUR,247.44 EUR,https://images.samsung.com/is/image/samsung/p6pim/pt/mz-77e2t0b-eu/gallery/pt-870-evo-sata-3-2-5-ssd-mz-77e2t0b-eu-407733877?$320_320_PNG$,8806090545900.0,Produtos | IT | Armazenamento,Samsung,<![CDATA[https://ad.doubleclick.net/ddm/clk/506379974;313932033;m?https://www.samsung.com/pt/memory-storage/sata-ssd/870-evo-2tb-sata-3-2-5-ssd-mz-77e2t0b-eu/?cid=pt_pd_social_facebook_ssd-870-evo-sata-iii--mz-77e2t0b-eu_ongoing_it-memory-automatic-feed_pla_none_none]]>,it-memory,cid=pt_pd_social_facebook_ssd-870-evo-sata-iii---mz-77e2t0b-eu_ongoing_it-memory-automatic-feed_pla_none_none
221,MZ-V7P512BW,SSD 970 PRO 512GB Preto 512 GB,"Experimente o melhor. Para cargas de trabalho intensivas em computadores e estações de trabalho, o SSD 970 PRO oferece um desempenho máximo possibilitado pela liderança da Samsung em NVDe elt;small egt; elt;sup egt;TM elt;/sup egt;  elt;/small egt; SSD. A mais recente tecnologia V-NAND e o novo controlador Phoenix no formato compacto M.2 (2280) superam as exig ências dos entusiastas e profissionais de tecnologia.",MZ-V7P512,in stock,new,148.92 EUR,148.92 EUR,https://images.samsung.com/is/image/samsung/pt-970-pro-nvme-m2-ssd--mz-v7p512bw-frontblack-141468917?$320_320_PNG$,8801643205355.0,Produtos | IT | Armazenamento,Samsung,<![CDATA[https://ad.doubleclick.net/ddm/clk/506379953;313932012;g?https://www.samsung.com/pt/memory-storage/nvme-ssd/970-pro-nvme-m-2-ssd-512gb-mz-v7p512bw/?cid=pt_pd_social_facebook_ssd-970-pro-512gb-mz-v7p512bw_ongoing_it-memory-automatic-feed_pla_none_none]]>,it-memory,cid=pt_pd_social_facebook_ssd-970-pro-512gb-mz-v7p512bw_ongoing_it-memory-automatic-feed_pla_none_none
222,UE65AU9005KXXC,Televisão AU9005 Smart 4K Crystal UHD 2021 Black 65 Black 65,Compre já online a Televisão AU9005 Smart 4K Crystal UHD 2021 Black 65. Envio gratuito e entrega até 3 dias.,AU9005,in stock,new,1199.99 EUR,849.99 EUR,https://images.samsung.com/is/image/samsung/p6pim/pt/ue65au9005kxxc/gallery/pt-uhd-4k-tv-ue65au9005kxxc-ue--au----uxxc-458070737?$320_320_PNG$,8806092281615.0,Produtos | TV | PROMO ELEVEN,Samsung,<![CDATA[https://ad.doubleclick.net/ddm/clk/506379917;313929096;y?https://www.samsung.com/pt/tvs/uhd-4k-tv/smart-4k-crystal-65-ue65au9005kxxc/?cid=pt_pd_social_facebook_televisao-au9005-smart-4k-crystal-uhd-2021-black-65-ue65au9005kxxc_ongoing_vd-television-automatic-feed_pla_none_none]]>,vd-television,cid=pt_pd_social_facebook_au9005-smart-4k-crystal-uhd-tv-2021-ue65au9005kxxc_ongoing_vd-television-automatic-feed_pla_none_none
223,UE75AU9005KXXC,Televisão AU9005 Smart 4K Crystal UHD 2021 Black 75 Black 75,Compre já online a Televisão AU9005 Smart 4K Crystal UHD 2021 Black 75. Envio gratuito e entrega até 3 dias.,AU9005,preorder,new,1700.00 EUR,1099.00 EUR,https://images.samsung.com/is/image/samsung/p6pim/pt/ue75au9005kxxc/gallery/pt-uhd-4k-tv-ue75au9005kxxc-ue--au----uxxc-458071671?$320_320_PNG$,8806092281622.0,Produtos | TV | PROMO ELEVEN,Samsung,<![CDATA[https://ad.doubleclick.net/ddm/clk/506379914;313929087;v?https://www.samsung.com/pt/tvs/uhd-4k-tv/smart-4k-crystal-75-ue75au9005kxxc/?cid=pt_pd_social_facebook_televisao-au9005-smart-4k-crystal-uhd-2021-black-75-ue75au9005kxxc_ongoing_vd-television-automatic-feed_pla_none_none]]>,vd-television,cid=pt_pd_social_facebook_au9005-smart-4k-crystal-uhd-tv-2021-ue75au9005kxxc_ongoing_vd-television-automatic-feed_pla_none_none
224,QE50QN90AATXXC,Televisão QN90A Smart 4K NEO QLED 2021 Black 50 Black 50,Compre já online a Televisão QN90A Smart 4K NEO QLED 2021 Black 50. Envio gratuito e entrega até 3 dias.,QN90A,in stock,new,1799.99 EUR,1199.00 EUR,https://images.samsung.com/is/image/samsung/p6pim/pt/qe50qn90aatxxc/gallery/pt-neo-qled-qn90a-392154-qe50qn90aatxxc-457944286?$320_320_PNG$,8806092017245.0,Produtos | TV | Neo QLED,Samsung,<![CDATA[https://ad.doubleclick.net/ddm/clk/506379911;313931973;p?https://www.samsung.com/pt/tvs/qled-tv/qn90a-50-neo-qled-4k-smart-tv-qe50qn90aatxxc/?cid=pt_pd_social_facebook_televisao-qn90a-smart-4k-neo-qled-2021-black-50-qe50qn90aatxxc_ongoing_vd-television-automatic-feed_pla_none_none]]>,vd-television,cid=pt_pd_social_facebook_qn90a-smart-4k-neo-qled-tv-2021-qe50qn90aatxxc_ongoing_vd-television-automatic-feed_pla_none_none
225,MZ-77E250B/EU,SSD 870 EVO SATA III   Preto 250 GB,"Chegou o modelo mais recente de uma das séries de SSD mais vendidas no mundo. O SSD Samsung 870 EVO conta com a tecnologia SSD pioneira da Samsung, um melhor desempenho e consist ência. Dá resposta  às necessidades de todo o tipo de utilizadores - desde utilizadores diários a criadores de conteúdo e técnicos de informática.",MZ-77E250B,in stock,new,52.23 EUR,52.23 EUR,https://images.samsung.com/is/image/samsung/p6pim/pt/mz-77e250b-eu/gallery/pt-870-evo-sata-3-2-5-ssd-mz-77e250b-eu-407733850?$320_320_PNG$,8806090545931.0,Produtos | IT | Armazenamento,Samsung,<![CDATA[https://ad.doubleclick.net/ddm/clk/506379977;313932036;s?https://www.samsung.com/pt/memory-storage/sata-ssd/870-evo-250gb-sata-3-2-5-ssd-mz-77e250b-eu/?cid=pt_pd_social_facebook_ssd-870-evo-sata-iii--mz-77e250b-eu_ongoing_it-memory-automatic-feed_pla_none_none]]>,it-memory,cid=pt_pd_social_facebook_ssd-870-evo-sata-iii---mz-77e250b-eu_ongoing_it-memory-automatic-feed_pla_none_none
226,MZ-77E1T0B/EU,SSD 870 EVO SATA III   Preto 1 TB,"Chegou o modelo mais recente de uma das séries de SSD mais vendidas no mundo. O SSD Samsung 870 EVO conta com a tecnologia SSD pioneira da Samsung, um melhor desempenho e consist ência. Dá resposta  às necessidades de todo o tipo de utilizadores - desde utilizadores diários a criadores de conteúdo e técnicos de informática.",MZ-77E1T0B,out of stock,new,127.24 EUR,127.24 EUR,https://images.samsung.com/is/image/samsung/p6pim/pt/mz-77e1t0b-eu/gallery/pt-870-evo-sata-3-2-5-ssd-mz-77e1t0b-eu-407733823?$320_320_PNG$,8806090545917.0,Produtos | IT | Armazenamento,Samsung,<![CDATA[https://ad.doubleclick.net/ddm/clk/506379980;313932039;p?https://www.samsung.com/pt/memory-storage/sata-ssd/870-evo-1tb-sata-3-2-5-ssd-mz-77e1t0b-eu/?cid=pt_pd_social_facebook_ssd-870-evo-sata-iii--mz-77e1t0b-eu_ongoing_it-memory-automatic-feed_pla_none_none]]>,it-memory,cid=pt_pd_social_facebook_ssd-870-evo-sata-iii---mz-77e1t0b-eu_ongoing_it-memory-automatic-feed_pla_none_none
227,QE50LS03AAUXXC,Televisão The Frame QLED 4K 2021 Preto 50 Preto 50,Compre já online a Televisão The Frame QLED 4K 2021 Preto 50. Envio gratuito e entrega até 3 dias.,LS03A,in stock,new,1249.99 EUR,1249.99 EUR,https://images.samsung.com/is/image/samsung/p6pim/pt/qe50ls03aauxxc/gallery/pt-the-frame-qe50ls03aauxxc-front-black-457393849?$320_320_PNG$,8806092150829.0,Produtos | TV | The Frame | Produtos | TV | Lifestyle TV | The Frame,Samsung,<![CDATA[https://ad.doubleclick.net/ddm/clk/506379797;313931982;b?https://www.samsung.com/pt/lifestyle-tvs/the-frame/ls03a-50-the-frame-art-mode-4k-smart-tv-black-qe50ls03aauxxc/?cid=pt_pd_social_facebook_televisao-the-frame-qled-4k-2021-preto-50-qe50ls03aauxxc_ongoing_vd-television-automatic-feed_pla_none_none]]>,vd-television,cid=pt_pd_social_facebook_the-frame-qled-4k-2021-qe50ls03aauxxc_ongoing_vd-television-automatic-feed_pla_none_none
228,SP-LSP9TFAXXC,130'' Projetor Smart Triple Laser 4K LSP9T The Premiere 2021 White White,Compre já online o 130'' Projetor Smart Triple Laser 4K LSP9T The Premiere 2021 White. Envio gratuito e entrega até 3 dias.,SP-LSP9T,preorder,new,7999.99 EUR,5999.99 EUR,https://images.samsung.com/is/image/samsung/p6pim/pt/sp-lsp9tfaxxc/gallery/pt-the-premiere-lsp9t-sp-lsp9tfaxxc-419035785?$320_320_PNG$,8806090682438.0,Produtos | TV | PROMO ELEVEN,Samsung,<![CDATA[https://ad.doubleclick.net/ddm/clk/506386802;313929129;m?https://www.samsung.com/pt/projectors/the-premiere/the-premiere-smart-4k-uhd-ultra-short-throw-triple-laser-projector-lsp9t-sp-lsp9tfaxxc/?cid=pt_pd_social_facebook_130-projetor-smart-triple-laser-4k-lsp9t-the-premiere-2021-white-sp-lsp9tfaxxc_ongoing_vd-projector-automatic-feed_pla_none_none]]>,vd-projector,cid=pt_pd_social_facebook_130''-projetor-smart-triple-laser-4k-lsp9t-the-premiere-2021-sp-lsp9tfaxxc_ongoing_vd-projector-automatic-feed_pla_none_none
229,MZ-77Q1T0BW,SSD 870 QVO SATA III 2.5 inch Black 1 TB,"O 870 QVO é o mais recente da 2. ª geração Samsung. O maior dentro do seu género, conta com QLC SSD e  até 8 TB de armazenamento. Um upgrade incrível para quem usa o computador todos os dias e quer melhorar o seu PC de secretária ou portátil, pondo-lhe o maior armazenamento disponível no mercado e sem comprometer o desempenho.",MZ-77Q1T0,out of stock,new,101.27 EUR,101.27 EUR,https://images.samsung.com/is/image/samsung/p6pim/pt/mz-77q1t0bw/gallery/pt-870-qvo-sata-3-2-5-ssd-mz-77q1t0bw-420337620?$320_320_PNG$,8806090396038.0,Produtos | IT | Armazenamento,Samsung,<![CDATA[https://ad.doubleclick.net/ddm/clk/506379965;313932024;m?https://www.samsung.com/pt/memory-storage/sata-ssd/870-qvo-1tb-sata-3-2-5-ssd-mz-77q1t0bw/?cid=pt_pd_social_facebook_ssd-870-qvo-sata-iii-2.5-mz-77q1t0bw_ongoing_it-memory-automatic-feed_pla_none_none]]>,it-memory,cid=pt_pd_social_facebook_ssd-870-qvo-sata-iii-2.5-inch-mz-77q1t0bw_ongoing_it-memory-automatic-feed_pla_none_none
230,MZ-77E4T0B/EU,SSD 870 EVO SATA III   Preto 4 TB,"Chegou o modelo mais recente de uma das séries de SSD mais vendidas no mundo. O SSD Samsung 870 EVO conta com a tecnologia SSD pioneira da Samsung, um melhor desempenho e consist ência. Dá resposta  às necessidades de todo o tipo de utilizadores - desde utilizadores diários a criadores de conteúdo e técnicos de informática.",MZ-77E4T0B,in stock,new,476.66 EUR,476.66 EUR,https://images.samsung.com/is/image/samsung/p6pim/pt/mz-77e4t0b-eu/gallery/pt-870-evo-sata-3-2-5-ssd-mz-77e4t0b-eu-407733904?$320_320_PNG$,8806090545894.0,Produtos | IT | Armazenamento,Samsung,<![CDATA[https://ad.doubleclick.net/ddm/clk/506379971;313932030;g?https://www.samsung.com/pt/memory-storage/sata-ssd/870-evo-4tb-sata-3-2-5-ssd-mz-77e4t0b-eu/?cid=pt_pd_social_facebook_ssd-870-evo-sata-iii--mz-77e4t0b-eu_ongoing_it-memory-automatic-feed_pla_none_none]]>,it-memory,cid=pt_pd_social_facebook_ssd-870-evo-sata-iii---mz-77e4t0b-eu_ongoing_it-memory-automatic-feed_pla_none_none
231,MZ-V7P1T0BW,SSD 970 PRO 1TB  Preto 1 TB,"Experimente o melhor. Para cargas de trabalho intensivas em computadores e estações de trabalho, o SSD 970 PRO oferece um desempenho máximo possibilitado pela liderança da Samsung em NVDe elt;small egt; elt;sup egt;TM elt;/sup egt;  elt;/small egt; SSD. A mais recente tecnologia V-NAND e o novo controlador Phoenix no formato compacto M.2 (2280) superam as exig ências dos entusiastas e profissionais de tecnologia.",MZ-V7P1T0,in stock,new,266.52 EUR,266.52 EUR,https://images.samsung.com/is/image/samsung/pt-970-pro-nvme-m2-ssd--mz-v7p1t0bw-frontblack-141468900?$320_320_PNG$,8801643205379.0,Produtos | IT | Armazenamento,Samsung,<![CDATA[https://ad.doubleclick.net/ddm/clk/506379956;313932015;m?https://www.samsung.com/pt/memory-storage/nvme-ssd/970-pro-nvme-m-2-ssd-1tb-mz-v7p1t0bw/?cid=pt_pd_social_facebook_ssd-970-pro-1tb-mz-v7p1t0bw_ongoing_it-memory-automatic-feed_pla_none_none]]>,it-memory,cid=pt_pd_social_facebook_ssd-970-pro-1tbandlt;brandgt;-mz-v7p1t0bw_ongoing_it-memory-automatic-feed_pla_none_none
232,RF65A967FSL/ES,"RF65A967FSL Frigorífico 4Portas com sistema Triple Cooling, 647L"," ""e""amp;lt;spam ""e""amp;gt;",RF65A967FSL,out of stock,new,3199.89 EUR,2499.00 EUR,https://images.samsung.com/is/image/samsung/p6pim/pt/rf65a967fsl-es/gallery/pt-rf9000ac-bsc-french-door-refrigerator-with-beverage-center-rf65a967fsl-es-425645516?$320_320_PNG$,8806092094819.0,Produtos | Frigorificos | Produtos | Eletrodomesticos | Frigorificos,Samsung,"<![CDATA[https://www.samsung.com/pt/refrigerators/multi-door/rf9000ac-bsc-fdr-with-beverage-center-647l-silver-rf65a967fsl-es/?cid=pt_pd_social_facebook_rf65a967fsl-frigorifico-4portas-com-sistema-triple-cooling,-647l-rf65a967fsl-es_ongoing_none-none-automatic-feed_pla_none_none]]>",none-none,"cid=pt_pd_social_facebook_rf65a967fsl-frigorandiacute;fico-4portas-com-sistema-triple-cooling,-647l-rf65a967fsl-es_ongoing_none-none-automatic-feed_pla_none_none"
233,MZ-V8V500BW,SSD 980 PCIe 3.0 NVMe™ M.2 Preto 500 GB,"Tire maior partido do seu PC com o SSD 980. Quer precise de um boost enquanto joga ou de trabalhar imagens pesadas, o SSD 980 é a escolha certa.",MZ-V8V500,in stock,new,66.64 EUR,66.64 EUR,https://images.samsung.com/is/image/samsung/p6pim/pt/mz-v8v500bw/gallery/pt-980-nvme-m2-ssd-mz-v8v500bw-407768918?$320_320_PNG$,8806090572227.0,Produtos | IT | Armazenamento,Samsung,<![CDATA[https://ad.doubleclick.net/ddm/clk/506379944;313932003;g?https://www.samsung.com/pt/memory-storage/nvme-ssd/980-500gb-nvme-pcie-gen-3-mz-v8v500bw/?cid=pt_pd_social_facebook_ssd-980-pcie-3.0-nvme-m.2-mz-v8v500bw_ongoing_it-memory-automatic-feed_pla_none_none]]>,it-memory,cid=pt_pd_social_facebook_980-pcie-3.0-nvmeandlt;smallandgt;andlt;supandgt;tmandlt;-supandgt;-andlt;-smallandgt;--m.2-ssd-mz-v8v500bw_ongoing_it-memory-automatic-feed_pla_none_none
234,MZ-V8V250BW,SSD 980 PCIe 3.0 NVMe™ M.2 Preto 250 GB,"Tire maior partido do seu PC com o SSD 980. Quer precise de um boost enquanto joga ou de trabalhar imagens pesadas, o SSD 980 é a escolha certa.",MZ-V8V250,in stock,new,49.80 EUR,49.80 EUR,https://images.samsung.com/is/image/samsung/p6pim/pt/mz-v8v250bw/gallery/pt-980-nvme-m2-ssd-mz-v8v250bw-407768891?$320_320_PNG$,8806090572234.0,Produtos | IT | Armazenamento,Samsung,<![CDATA[https://ad.doubleclick.net/ddm/clk/506379947;313932006;m?https://www.samsung.com/pt/memory-storage/nvme-ssd/980-250gb-nvme-pcie-gen-3-mz-v8v250bw/?cid=pt_pd_social_facebook_ssd-980-pcie-3.0-nvme-m.2-mz-v8v250bw_ongoing_it-memory-automatic-feed_pla_none_none]]>,it-memory,cid=pt_pd_social_facebook_980-pcie-3.0-nvmeandlt;smallandgt;andlt;supandgt;tmandlt;-supandgt;-andlt;-smallandgt;--m.2-ssd-mz-v8v250bw_ongoing_it-memory-automatic-feed_pla_none_none
235,SP-LSP7TFAXXC,120'' Projetor a Laser Smart 4K LSP7T The Premiere 2021 White White,Compre já online o 120'' Projetor a Laser Smart 4K LSP7T The Premiere 2021 White. Envio gratuito e entrega até 3 dias.,SP-LSP7T,in stock,new,4499.99 EUR,3749.99 EUR,https://images.samsung.com/is/image/samsung/p6pim/pt/sp-lsp7tfaxxc/gallery/pt-the-premiere-lsp7t-sp-lsp7tfaxxc-419036025?$320_320_PNG$,8806090588174.0,Produtos | TV | PROMO ELEVEN,Samsung,<![CDATA[https://ad.doubleclick.net/ddm/clk/506386805;313929132;j?https://www.samsung.com/pt/projectors/the-premiere/the-premiere-smart-4k-uhd-ultra-short-throw-laser-projector-lsp7t-sp-lsp7tfaxxc/?cid=pt_pd_social_facebook_120-projetor-a-laser-smart-4k-lsp7t-the-premiere-2021-white-sp-lsp7tfaxxc_ongoing_vd-projector-automatic-feed_pla_none_none]]>,vd-projector,cid=pt_pd_social_facebook_120''-projetor-a-laser-smart-4k-lsp7t-the-premiere-2021-sp-lsp7tfaxxc_ongoing_vd-projector-automatic-feed_pla_none_none
236,MU-PC1T0K/WW,SSD Portátil T7 Touch black 1 TB,"Quer guarde jogos, filmes ou documentos de trabalho sensíveis, o SSD Portátil T7 Touch tem a velocidade e a segurança que precisa num formato compacto. Experiencie o próximo nível do armazenamento externo.",MU-PC1T0K,in stock,new,143.77 EUR,143.77 EUR,https://images.samsung.com/is/image/samsung/pt-portable-ssd-t7-touch-mu-pc1t0k-ww-frontblack-211484064?$320_320_PNG$,8806090195297.0,Produtos | IT | Armazenamento,Samsung,<![CDATA[https://ad.doubleclick.net/ddm/clk/506379941;313932057;m?https://www.samsung.com/pt/memory-storage/portable-ssd/portable-ssd-t7-touch-1tb-black-mu-pc1t0k-ww/?cid=pt_pd_social_facebook_ssd-portatil-t7-touch-mu-pc1t0k-ww_ongoing_it-memory-automatic-feed_pla_none_none]]>,it-memory,cid=pt_pd_social_facebook_ssd-portandaacute;til-t7-touch-mu-pc1t0k-ww_ongoing_it-memory-automatic-feed_pla_none_none
237,MZ-V8V1T0BW,SSD 980 PCIe 3.0 NVMe™ M.2 Preto 1 TB,"Tire maior partido do seu PC com o SSD 980. Quer precise de um boost enquanto joga ou de trabalhar imagens pesadas, o SSD 980 é a escolha certa.",MZ-V8V1T0,in stock,new,123.39 EUR,123.39 EUR,https://images.samsung.com/is/image/samsung/p6pim/pt/mz-v8v1t0bw/gallery/pt-980-nvme-m2-ssd-mz-v8v1t0bw-407768866?$320_320_PNG$,8806090572210.0,Produtos | IT | Armazenamento,Samsung,<![CDATA[https://ad.doubleclick.net/ddm/clk/506379950;313932009;j?https://www.samsung.com/pt/memory-storage/nvme-ssd/980-1tb-nvme-pcie-gen-3-mz-v8v1t0bw/?cid=pt_pd_social_facebook_ssd-980-pcie-3.0-nvme-m.2-mz-v8v1t0bw_ongoing_it-memory-automatic-feed_pla_none_none]]>,it-memory,cid=pt_pd_social_facebook_980-pcie-3.0-nvmeandlt;smallandgt;andlt;supandgt;tmandlt;-supandgt;-andlt;-smallandgt;--m.2-ssd-mz-v8v1t0bw_ongoing_it-memory-automatic-feed_pla_none_none
238,MU-PC500K/WW,SSD Portátil T7 Touch black 500 GB,"Quer guarde jogos, filmes ou documentos de trabalho sensíveis, o SSD Portátil T7 Touch tem a velocidade e a segurança que precisa num formato compacto. Experiencie o próximo nível do armazenamento externo.",MU-PC500K,in stock,new,83.64 EUR,83.64 EUR,https://images.samsung.com/is/image/samsung/pt-portable-ssd-t7-touch-mu-pc500k-ww-frontblack-211484138?$320_320_PNG$,8806090195280.0,Produtos | IT | Armazenamento,Samsung,<![CDATA[https://ad.doubleclick.net/ddm/clk/506379935;313932051;j?https://www.samsung.com/pt/memory-storage/portable-ssd/portable-ssd-t7-touch-500gb-black-mu-pc500k-ww/?cid=pt_pd_social_facebook_ssd-portatil-t7-touch-mu-pc500k-ww_ongoing_it-memory-automatic-feed_pla_none_none]]>,it-memory,cid=pt_pd_social_facebook_ssd-portandaacute;til-t7-touch-mu-pc500k-ww_ongoing_it-memory-automatic-feed_pla_none_none
239,MU-PC2T0K/WW,SSD Portátil T7 Touch black 2 TB,"Quer guarde jogos, filmes ou documentos de trabalho sensíveis, o SSD Portátil T7 Touch tem a velocidade e a segurança que precisa num formato compacto. Experiencie o próximo nível do armazenamento externo.",MU-PC2T0K,in stock,new,270.07 EUR,270.07 EUR,https://images.samsung.com/is/image/samsung/pt-portable-ssd-t7-touch-mu-pc2t0k-ww-frontblack-211484101?$320_320_PNG$,8806090195303.0,Produtos | IT | Armazenamento,Samsung,<![CDATA[https://ad.doubleclick.net/ddm/clk/506379938;313932054;p?https://www.samsung.com/pt/memory-storage/portable-ssd/portable-ssd-t7-touch-2tb-black-mu-pc2t0k-ww/?cid=pt_pd_social_facebook_ssd-portatil-t7-touch-mu-pc2t0k-ww_ongoing_it-memory-automatic-feed_pla_none_none]]>,it-memory,cid=pt_pd_social_facebook_ssd-portandaacute;til-t7-touch-mu-pc2t0k-ww_ongoing_it-memory-automatic-feed_pla_none_none
240,QE55QN90AATXXC,Televisão QN90A Smart 4K NEO QLED 2021 Black 55 Black 55,Compre já online a Televisão QN90A Smart 4K NEO QLED 2021 Black 55. Envio gratuito e entrega até 3 dias.,QN90A,in stock,new,1999.99 EUR,1399.00 EUR,https://images.samsung.com/is/image/samsung/p6pim/pt/qe55qn90aatxxc/gallery/pt-qled-tv-qe55qn90aatxxc-front-black-457947505?$320_320_PNG$,8806092017252.0,Produtos | TV | PROMO ELEVEN,Samsung,<![CDATA[https://ad.doubleclick.net/ddm/clk/506379908;313931958;y?https://www.samsung.com/pt/tvs/qled-tv/qn90a-55-neo-qled-4k-smart-tv-qe55qn90aatxxc/?cid=pt_pd_social_facebook_televisao-qn90a-smart-4k-neo-qled-2021-black-55-qe55qn90aatxxc_ongoing_vd-television-automatic-feed_pla_none_none]]>,vd-television,cid=pt_pd_social_facebook_qn90a-smart-4k-neo-qled-tv-2021-qe55qn90aatxxc_ongoing_vd-television-automatic-feed_pla_none_none
241,QE43LS03AAUXXC,Televisão The Frame QLED 4K 2021 Preto 43 Preto 43,Compre já online a Televisão The Frame QLED 4K 2021 Preto 43. Envio gratuito e entrega até 3 dias.,LS03A,in stock,new,1049.99 EUR,799.99 EUR,https://images.samsung.com/is/image/samsung/p6pim/pt/qe43ls03aauxxc/gallery/pt-the-frame-ls03a-qe43ls03aauxxc-401675553?$320_320_PNG$,8806092150799.0,Produtos | TV | The Frame | Produtos | TV | Lifestyle TV | The Frame,Samsung,<![CDATA[https://ad.doubleclick.net/ddm/clk/506379800;313931988;s?https://www.samsung.com/pt/lifestyle-tvs/the-frame/ls03a-43-the-frame-art-mode-4k-smart-tv-black-qe43ls03aauxxc/?cid=pt_pd_social_facebook_televisao-the-frame-qled-4k-2021-preto-43-qe43ls03aauxxc_ongoing_vd-television-automatic-feed_pla_none_none]]>,vd-television,cid=pt_pd_social_facebook_the-frame-qled-4k-2021-qe43ls03aauxxc_ongoing_vd-television-automatic-feed_pla_none_none
242,QE55LS03AAUXXC,Televisão The Frame QLED 4K 2021 Preto 55 Preto 55,Compre já online a Televisão The Frame QLED 4K 2021 Preto 55. Envio gratuito e entrega até 3 dias.,LS03A,in stock,new,1499.98 EUR,999.99 EUR,https://images.samsung.com/is/image/samsung/p6pim/pt/qe55ls03aauxxc/gallery/pt-the-frame-qe55ls03aauxxc-front-black-457398846?$320_320_PNG$,8806092150843.0,Produtos | TV | PROMO ELEVEN,Samsung,<![CDATA[https://ad.doubleclick.net/ddm/clk/506379794;313931970;v?https://www.samsung.com/pt/lifestyle-tvs/the-frame/ls03a-55-the-frame-art-mode-4k-smart-tv-black-qe55ls03aauxxc/?cid=pt_pd_social_facebook_televisao-the-frame-qled-4k-2021-preto-55-qe55ls03aauxxc_ongoing_vd-television-automatic-feed_pla_none_none]]>,vd-television,cid=pt_pd_social_facebook_the-frame-qled-4k-2021-qe55ls03aauxxc_ongoing_vd-television-automatic-feed_pla_none_none
243,QE65LS03AAUXXC,Televisão The Frame QLED 4K 2021 Preto 65 Preto 65,Compre já online a Televisão The Frame QLED 4K 2021 Preto 65. Envio gratuito e entrega até 3 dias.,LS03A,in stock,new,1999.99 EUR,1499.00 EUR,https://images.samsung.com/is/image/samsung/p6pim/pt/qe65ls03aauxxc/gallery/pt-the-frame-qe65ls03aauxxc-front-black-457394047?$320_320_PNG$,8806092138735.0,Produtos | TV | PROMO ELEVEN,Samsung,<![CDATA[https://ad.doubleclick.net/ddm/clk/506379791;313931952;s?https://www.samsung.com/pt/lifestyle-tvs/the-frame/ls03a-65-the-frame-art-mode-4k-smart-tv-black-qe65ls03aauxxc/?cid=pt_pd_social_facebook_televisao-the-frame-qled-4k-2021-preto-65-qe65ls03aauxxc_ongoing_vd-television-automatic-feed_pla_none_none]]>,vd-television,cid=pt_pd_social_facebook_the-frame-qled-4k-2021-qe65ls03aauxxc_ongoing_vd-television-automatic-feed_pla_none_none
